 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Cor/raça;;;;;;;
Período:2000-2022;;;;;;;
Município;Branca;Preta;Amarela;Parda;Indígena;Ignorado;Total
280370 MACAMBIRA;236;18;3;2086;2;36;2381
280380 MALHADA DOS BOIS;161;49;10;1121;2;226;1569
280390 MALHADOR;477;50;5;3575;5;188;4300
280400 MARUIM;329;469;58;3403;14;2629;6902
280410 MOITA BONITA;663;20;4;2634;6;74;3401
280420 MONTE ALEGRE DE SERGIPE;1544;110;31;3895;17;239;5836
280430 MURIBECA;237;93;35;2046;7;301;2719
280440 NEOPOLIS;599;292;30;5020;7;620;6568
280445 NOSSA SENHORA APARECIDA;540;12;6;2109;1;80;2748
280450 NOSSA SENHORA DA GLORIA;3686;231;74;8995;7;480;13473
280460 NOSSA SENHORA DAS DORES;886;164;73;7039;21;1069;9252
280470 NOSSA SENHORA DE LOURDES;382;44;22;1367;2;281;2098
280480 NOSSA SENHORA DO SOCORRO;4990;4116;566;36312;122;21990;68096
280490 PACATUBA;508;294;40;3989;9;546;5386
280500 PEDRA MOLE;60;10;1;855;1;21;948
280510 PEDRINHAS;151;51;9;2775;2;202;3190
280520 PINHAO;254;67;6;1896;4;33;2260
280530 PIRAMBU;190;182;46;2433;9;698;3558
280540 POCO REDONDO;2395;942;74;8528;16;437;12392
280550 POCO VERDE;1209;79;26;5386;17;693;7410
280560 PORTO DA FOLHA;2938;427;77;5975;53;850;10320
280570 PROPRIA;1646;320;105;7337;38;1515;10961
280580 RIACHAO DO DANTAS;1125;103;32;5710;33;473;7476
280590 RIACHUELO;118;353;34;2156;6;1381;4048
280600 RIBEIROPOLIS;1143;36;8;3744;12;117;5060
280610 ROSARIO DO CATETE;188;271;37;2298;8;1064;3866
280620 SALGADO;584;146;24;5051;16;867;6688
280630 SANTA LUZIA DO ITANHY;228;126;9;5323;12;150;5848
280640 SANTANA DO SAO FRANCISCO;185;96;13;2030;6;234;2564
280650 SANTA ROSA DE LIMA;94;117;7;979;9;401;1607
280660 SANTO AMARO DAS BROTAS;239;302;43;2170;10;1550;4314
280670 SAO CRISTOVAO;2096;1644;326;16012;50;11002;31130
280680 SAO DOMINGOS;372;29;5;2990;3;101;3500
280690 SAO FRANCISCO;133;23;13;804;4;135;1112
280700 SAO MIGUEL DO ALEIXO;186;14;4;1063;1;29;1297
280710 SIMAO DIAS;1826;224;39;11782;15;977;14863
280720 SIRIRI;129;162;23;2372;7;277;2970
280730 TELHA;146;47;6;807;2;99;1107
280740 TOBIAS BARRETO;1795;207;54;14210;59;1479;17804
280750 TOMAR DO GERU;478;64;14;4120;1;304;4981
280760 UMBAUBA;605;149;131;8534;7;366;9792
 MUNICIPIO IGNORADO - BA;58;22;3;461;6;617;1167
290010 ABAIRA;288;27;3;968;4;99;1389
290020 ABARE;333;354;82;5875;229;84;6957
290030 ACAJUTIBA;504;175;92;3599;8;984;5362
290035 ADUSTINA;1182;85;29;3051;5;174;4526
290040 AGUA FRIA;78;385;10;2552;14;1133;4172
290050 ERICO CARDOSO;417;296;9;1573;3;490;2788
290060 AIQUARA;97;104;11;1111;3;128;1454
290070 ALAGOINHAS;3111;4891;191;37964;76;4203;50436
290080 ALCOBACA;390;702;14;3487;12;3055;7660
290090 ALMADINA;58;85;6;1636;3;67;1855
290100 AMARGOSA;1388;1357;44;7993;42;886;11710
290110 AMELIA RODRIGUES;97;372;21;3187;20;3257;6954
290115 AMERICA DOURADA;724;571;120;4089;2;212;5718
290120 ANAGE;641;116;26;5394;9;542;6728
290130 ANDARAI;89;329;15;3101;4;1294;4832
290135 ANDORINHA;284;38;17;3999;2;114;4454
290140 ANGICAL;502;225;30;2960;19;772;4508
290150 ANGUERA;28;80;5;942;7;1211;2273
290160 ANTAS;693;203;13;2786;3;130;3828
290170 ANTONIO CARDOSO;36;170;8;1517;5;1957;3693
290180 ANTONIO GONCALVES;383;140;16;2395;3;71;3008
290190 APORA;458;292;53;3537;13;793;5146
290195 APUAREMA;173;142;13;1624;4;391;2347
290200 ARACATU;825;177;11;2936;5;385;4339
290205 ARACAS;142;492;18;3276;13;359;4300
290210 ARACI;1422;1050;70;13954;21;2256;18773
290220 ARAMARI;68;397;8;2294;4;230;3001
290225 ARATACA;112;192;17;2685;6;334;3346
290230 ARATUIPE;91;347;4;2204;3;73;2722
290240 AURELINO LEAL;127;375;31;4428;9;132;5102
290250 BAIANOPOLIS;775;136;23;3318;9;347;4608
290260 BAIXA GRANDE;348;324;31;4375;11;1289;6378
290265 BANZAE;463;87;10;2148;1026;470;4204
290270 BARRA;883;1143;98;17523;32;265;19944
290280 BARRA DA ESTIVA;1119;213;14;7578;8;183;9115
290290 BARRA DO CHOCA;1682;584;90;10440;28;693;13517
290300 BARRA DO MENDES;977;210;7;3467;4;219;4884
290310 BARRA DO ROCHA;71;74;9;1725;4;105;1988
290320 BARREIRAS;9578;3489;415;36076;123;10744;60425
290323 BARRO ALTO;603;134;20;2964;6;653;4380
290327 BARROCAS;419;396;13;2686;7;837;4358
290330 BARRO PRETO;48;81;10;1824;-;43;2006
290340 BELMONTE;653;829;52;6244;80;138;7996
290350 BELO CAMPO;613;249;20;4635;21;299;5837
290360 BIRITINGA;253;512;16;3094;19;1317;5211
290370 BOA NOVA;485;172;29;3653;2;322;4663
290380 BOA VISTA DO TUPIM;169;224;17;4047;13;2139;6609
290390 BOM JESUS DA LAPA;1834;1644;91;16092;38;5586;25285
290395 BOM JESUS DA SERRA;529;91;12;2596;4;119;3351
290400 BONINAL;283;275;91;3614;23;117;4403
290405 BONITO;462;134;17;4986;10;385;5994
290410 BOQUIRA;1259;142;23;5246;7;122;6799
290420 BOTUPORA;813;206;6;2486;3;88;3602
290430 BREJOES;349;376;14;3937;13;294;4983
290440 BREJOLANDIA;345;75;8;1642;1;159;2230
290450 BROTAS DE MACAUBAS;758;116;2;2207;3;144;3230
290460 BRUMADO;4890;490;22;13996;35;2176;21609
290470 BUERAREMA;221;310;16;6003;73;305;6928
290475 BURITIRAMA;857;211;43;6021;14;78;7224
290480 CAATIBA;576;86;10;1438;9;179;2298
290485 CABACEIRAS DO PARAGUACU;97;633;24;3698;8;1355;5815
290490 CACHOEIRA;144;668;38;4359;14;4587;9810
290500 CACULE;790;78;27;5746;7;77;6725
290510 CAEM;246;292;7;3565;8;198;4316
290515 CAETANOS;352;28;16;2753;3;46;3198
290520 CAETITE;5661;1696;41;8065;40;884;16387
290530 CAFARNAUM;470;313;26;6244;4;219;7276
290540 CAIRU;586;436;27;4528;3;62;5642
290550 CALDEIRAO GRANDE;505;262;23;3472;4;178;4444
290560 CAMACAN;648;423;45;7963;99;2630;11808
290570 CAMACARI;4090;6125;355;78233;122;2249;91174
290580 CAMAMU;904;2071;59;8987;54;1389;13464
290590 CAMPO ALEGRE DE LOURDES;340;64;25;11535;13;56;12033
290600 CAMPO FORMOSO;3366;1163;116;22852;37;342;27876
290610 CANAPOLIS;689;94;11;1701;2;689;3186
290620 CANARANA;939;541;64;7263;13;854;9674
290630 CANAVIEIRAS;850;812;535;9836;7;294;12334
290640 CANDEAL;73;184;8;1267;4;937;2473
290650 CANDEIAS;916;3048;106;20116;48;1580;25814
290660 CANDIBA;1131;256;15;1951;5;503;3861
290670 CANDIDO SALES;784;224;25;8186;20;237;9476
290680 CANSANCAO;906;293;34;8589;24;1480;11326
290682 CANUDOS;381;186;35;4354;9;346;5311
290685 CAPELA DO ALTO ALEGRE;685;86;16;1494;7;588;2876
290687 CAPIM GROSSO;897;605;58;9112;9;617;11298
290689 CARAIBAS;278;37;12;2325;6;47;2705
290690 CARAVELAS;410;535;23;5188;16;427;6599
290700 CARDEAL DA SILVA;123;283;24;2207;5;510;3152
290710 CARINHANHA;1002;716;22;8581;6;116;10443
290720 CASA NOVA;4933;1083;105;19775;78;308;26282
290730 CASTRO ALVES;470;604;26;6398;22;985;8505
290740 CATOLANDIA;126;66;7;789;2;97;1087
290750 CATU;1133;1223;84;12370;18;780;15608
290755 CATURAMA;449;136;9;1260;4;556;2414
290760 CENTRAL;903;397;34;4317;6;504;6161
290770 CHORROCHO;148;222;50;3553;9;159;4141
290780 CICERO DANTAS;2666;298;95;6157;33;280;9529
290790 CIPO;465;299;18;5060;18;589;6449
290800 COARACI;325;389;20;6652;22;240;7648
290810 COCOS;970;120;54;2896;4;1994;6038
290820 CONCEICAO DA FEIRA;58;223;23;3446;7;2206;5963
290830 CONCEICAO DO ALMEIDA;268;763;34;2750;14;627;4456
290840 CONCEICAO DO COITE;2280;1206;44;18092;107;2629;24358
290850 CONCEICAO DO JACUIPE;185;418;27;4743;27;3961;9361
290860 CONDE;303;688;29;6822;6;881;8729
290870 CONDEUBA;649;167;22;4283;11;120;5252
290880 CONTENDAS DO SINCORA;194;65;3;827;-;50;1139
290890 CORACAO DE MARIA;185;294;18;3200;11;3462;7170
290900 CORDEIROS;236;28;14;1777;3;62;2120
290910 CORIBE;1899;122;12;2204;13;123;4373
290920 CORONEL JOAO SA;815;101;14;4545;3;108;5586
290930 CORRENTINA;1991;352;24;8239;26;344;10976
290940 COTEGIPE;650;268;25;2831;17;476;4267
290950 CRAVOLANDIA;206;98;15;1380;2;154;1855
290960 CRISOPOLIS;408;315;15;5664;13;331;6746
290970 CRISTOPOLIS;545;127;31;2846;5;536;4090
290980 CRUZ DAS ALMAS;792;2003;115;10197;25;5897;19029
290990 CURACA;910;468;70;10752;211;657;13068
291000 DARIO MEIRA;232;280;12;3225;8;422;4179
291005 DIAS D'AVILA;1197;2388;166;20619;82;811;25263
291010 DOM BASILIO;1533;68;2;1293;3;447;3346
291020 DOM MACEDO COSTA;73;162;3;827;-;95;1160
291030 ELISIO MEDRADO;272;236;4;1449;3;104;2068
291040 ENCRUZILHADA;308;222;35;6872;7;154;7598
291050 ENTRE RIOS;671;1102;180;10722;34;1869;14578
291060 ESPLANADA;1025;481;208;8406;22;2398;12540
291070 EUCLIDES DA CUNHA;1150;207;42;15522;224;1144;18289
291072 EUNAPOLIS;5597;2736;131;31639;129;2828;43060
291075 FATIMA;1419;76;49;3649;9;160;5362
291077 FEIRA DA MATA;322;42;8;512;1;183;1068
291080 FEIRA DE SANTANA;6259;4836;678;96406;293;107516;215988
291085 FILADELFIA;450;302;53;5114;19;429;6367
291090 FIRMINO ALVES;129;68;1;1258;6;72;1534
291100 FLORESTA AZUL;139;125;16;2918;9;130;3337
291110 FORMOSA DO RIO PRETO;731;696;62;7541;12;184;9226
291120 GANDU;1597;908;58;9506;36;198;12303
291125 GAVIAO;153;57;5;872;18;93;1198
291130 GENTIO DO OURO;950;176;10;2132;2;101;3371
291140 GLORIA;263;23;3;4732;195;281;5497
291150 GONGOGI;70;141;7;1956;7;109;2290
291160 GOVERNADOR MANGABEIRA;121;623;15;4080;11;1506;6356
291165 GUAJERU;349;48;11;1762;1;58;2229
291170 GUANAMBI;6768;2120;81;18876;31;298;28174
291180 GUARATINGA;807;385;22;5335;24;158;6731
291185 HELIOPOLIS;1097;55;41;2313;2;183;3691
291190 IACU;1089;654;27;8104;9;454;10337
291200 IBIASSUCE;1341;165;4;1267;-;99;2876
291210 IBICARAI;405;382;68;6369;23;1190;8437
291220 IBICOARA;532;266;24;5908;7;432;7169
291230 IBICUI;796;224;21;3457;15;93;4606
291240 IBIPEBA;1043;494;33;3622;10;353;5555
291250 IBIPITANGA;1014;103;7;2243;3;338;3708
291260 IBIQUERA;63;45;5;1183;4;127;1427
291270 IBIRAPITANGA;363;1010;32;7878;22;249;9554
291280 IBIRAPUA;279;194;16;1531;3;206;2229
291290 IBIRATAIA;354;313;17;7179;8;293;8164
291300 IBITIARA;177;98;22;3100;4;1120;4521
291310 IBITITA;1808;489;27;3490;10;170;5994
291320 IBOTIRAMA;846;381;34;8287;71;823;10442
